interaction_id,user_id,google_place_id,interaction_type,timestamp
7e70ce22-3193-4aac-98f9-925f12228fc7,1168582a-a016-437c-a4ff-15850825f071,ChIJk8P9dub_DDkRontArtZB6bw,rating,2025-12-04T22:08:39.527569
f315e6b1-30c2-4710-b27a-f7cd9554c1ca,8607d01f-4afb-46aa-83cb-03047e38a8ee,ChIJ3f2tTHbeDDkRDf98bXDD7Zg,view,2025-12-04T22:08:39.527569
c235318f-3476-4f5c-a0bd-807c1fea91be,c756df7e-3e15-432b-9cb9-f1f09f2e12ce,ChIJAxoZFF0-DTkRrQYeGhnCS1c,click,2025-12-04T23:08:39.527569
870b5b02-5186-4a2c-ae7a-ff6347fe41c8,dd07791a-aca9-4b2a-812a-6e394171de8d,ChIJf_1WQ0H9DDkRRBGIPpYPrC4,booking,2025-12-04T23:08:39.527569
2aa44630-3f56-4159-9bcb-77cfbaa36b25,4fb6ac45-b3b7-4ca7-b2b1-3a7b65dfaedf,ChIJe_7OFZoXDTkRoDVLEQfnHHU,view,2025-12-04T23:08:39.527569
7e14233a-77a6-4e83-8e54-c32a5c081bc1,ede3c223-c729-4f41-8a65-93e70a54573f,ChIJI69JKUfcDDkRXn3xNhvAIp8,click,2025-12-04T23:08:39.527569
b9a4849d-7061-49a2-8562-3e123c080667,98e4f59a-5671-44a4-95c3-9fe7f00ace75,ChIJGQWAe4kFDTkR2wBH2a60Dt4,click,2025-12-05T00:08:39.527569
3ff44a0e-38d1-4a11-82ad-63dbf4569564,edc86b94-a97d-41c0-ba0e-891091c3f233,ChIJ5bXEImgdDTkRTcDcVIVTblg,click,2025-12-05T00:08:39.527569
27fe0da4-fbb3-4d3b-b34a-3d66a5828adc,2a2a8f2c-ddf2-496a-b7dd-03d2d93bf249,ChIJTW2J7Yv7DDkRoaEMVYMmb-0,click,2025-12-05T01:08:39.527569
68fc3716-89dd-4a60-a337-4f7719d6d0af,b8fcf47c-4bb1-4462-855b-b29e2dbb8968,ChIJ6yMHonsZDTkRMN0eS43o7Tw,view,2025-12-05T01:08:39.527569
2c1117f6-526a-4e68-be46-1ae8efeff5bc,7982c846-d69e-4f9f-8142-bed1f5e309f0,ChIJRQKY9bMYDTkRfXgi7aldg6E,view,2025-12-05T01:08:39.527569
3da6ad61-84d0-4640-b1e6-91bd9b3f7d66,8f9e1132-4420-4b95-8a79-3d6493bc06de,ChIJWxJ1vDscDTkRtxnxwLjdnK4,click,2025-12-05T01:08:39.527569
1b9df995-5b5f-4392-9aca-86fd0e376a5a,1332f2a9-c787-4d56-a619-7c67fb64a9aa,ChIJy6Pl_f8fDTkR21i3BZN30L4,view,2025-12-05T02:08:39.527569
72354aa2-cbe6-47ff-b969-b6a4a726602a,7b25bca1-5cf8-4df1-a24f-5c00b397a370,ChIJA4pw_H4ZDTkRyr1y9v30CQ4,click,2025-12-05T03:08:39.527569
b6412d39-6d7e-45a0-8c1f-a6bfed401c78,0c409718-3b15-48df-a596-5a8363fbea4a,ChIJed7_0FcFDTkR-gZawBKRXdQ,click,2025-12-05T03:08:39.527569
55abb47e-63b6-437a-b7be-ca25fe668bec,740236fe-6fa5-44c8-890a-ba72d5a36e52,ChIJP5TxuNIHDTkRFBc7GO5QuDQ,view,2025-12-05T03:08:39.527569
9005f3c5-f42b-4b49-b03a-0258adbc2d0d,b2e7a098-4d76-4ba5-ad49-7f4f75a9dabc,ChIJm-_MRdgJDTkRaZlhQn1wdRo,click,2025-12-05T03:08:39.527569
f05660b1-317b-4672-9fdd-33e1ad962bad,7d372a30-1f32-47f1-a5ae-29f38ce51ae0,ChIJJWjGrxEeDTkRwBTPOhzPqgA,view,2025-12-05T03:08:39.527569
f3716eef-e557-4466-9805-aac132b6a92f,4ca1fab7-5bd1-49a0-9b56-9c3993a6d8d1,ChIJZSK5CTYZDTkRfA7occujCkk,booking,2025-12-05T03:08:39.527569
caefc066-15c0-46f7-8a3e-c90d038f3fea,567cca15-a491-4b46-a71a-5e8d911c94aa,ChIJx1vzJccJDTkRvrtlOzNNBDw,view,2025-12-05T03:08:39.527569
24d618d7-ae98-4d75-ae04-0e33ee5947ec,727def27-1002-43f4-adf8-95427b0d04c6,ChIJ8wb5Nwb9DDkRrQpokLfjOsU,rating,2025-12-05T03:08:39.527569
3f268a1a-d5d6-45a2-a04f-3bfcec47c43e,3f88c491-58fd-44a2-abf9-df85d43a1465,ChIJs28LAX_7DDkRyHzGDbAs6YM,view,2025-12-05T03:08:39.527569
056c25f8-1b11-497f-bd15-0d7fc1532718,e3e541af-1639-410c-b2a3-0b7b5ce191f3,ChIJHzfXMashDTkRWbUuOutv-AM,rating,2025-12-05T04:08:39.527569
1fe51435-e350-4229-8b2e-41c908404552,da7bdf63-c815-45bd-9ed2-1d70cc614424,ChIJDX40hD0bDTkRJ4CwNPbP0LI,click,2025-12-05T04:08:39.527569
831b33a4-cc7c-4e47-bbe3-1fe3df69766b,a37a4025-611e-4834-b206-02f588ad555c,ChIJbei8fiD9DDkR6sUO_0lx9Cg,click,2025-12-05T04:08:39.527569
a5394c00-a10d-4661-bfd2-98c7d0ea79e4,ede3c223-c729-4f41-8a65-93e70a54573f,ChIJU5ZfTy3nDDkREzNyq06aZjA,rating,2025-12-05T04:08:39.527569
f50e9060-d21a-4d3a-a5f2-83db04959b64,4639b934-5fe9-4988-a7c9-d96a8fdde734,ChIJSfTjlIYXDTkRJjVdzF94PSM,view,2025-12-05T04:08:39.527569
647e2e30-e1de-404c-be59-3e046896e632,567cca15-a491-4b46-a71a-5e8d911c94aa,ChIJgePgPlwbDTkRe99VXOPJjJ4,view,2025-12-05T04:08:39.527569
1fa44de4-c94f-4584-b83e-f5b7a92e389b,0b96ad05-ad6c-46c2-a6f4-63a849620078,ChIJkfHo0wEbDTkRUlBuTJv40mE,booking,2025-12-05T04:08:39.527569
e4903aef-269e-408d-b1d4-8e858bb019c3,c756df7e-3e15-432b-9cb9-f1f09f2e12ce,ChIJe_7OFZoXDTkRoDVLEQfnHHU,view,2025-12-05T04:08:39.527569
2e6509e6-ce53-45dd-a1a0-e2e4761e058c,1d50262e-384c-48c6-b5ad-e6828a492d4e,ChIJjYjbl0gbDTkRCrRAMjT45Yg,view,2025-12-05T05:08:39.527569
07e521fb-afbc-4e6e-8e7b-42c7ad1ad934,0b96ad05-ad6c-46c2-a6f4-63a849620078,ChIJRTIaDoXjDDkRo05ATdzGmF4,view,2025-12-05T06:08:39.527569
08291978-e688-4f5f-b995-a518a271ec65,7dda7ab6-4686-44b0-981a-42a865591aa9,ChIJAd3619A9DTkR4UZYACYhK9E,view,2025-12-05T07:08:39.527569
8b9c79d8-2408-4e1e-9e56-cd04259dc5e8,bed789cf-6df4-4973-b9d8-7134b6c526fb,ChIJ8RAL_OL_DDkRfkpERnh9Ujo,view,2025-12-05T08:08:39.527569
f208a233-211a-4006-a843-0709e0a52c50,5726aa25-2159-40f2-ab85-fb507378d08d,ChIJ8RAL_OL_DDkRfkpERnh9Ujo,booking,2025-12-05T08:08:39.527569
61841df0-b4a8-47d9-b23b-708106c3f570,c756df7e-3e15-432b-9cb9-f1f09f2e12ce,ChIJ87DHGs4ZDTkRx1Hiq-G3rsI,click,2025-12-05T08:08:39.527569
dc6496a3-a0f5-4c4f-86f2-18f4dd0e0e60,b602ad38-cc4b-46ca-897b-b91ecf1c889f,ChIJcYHejWQHDTkRoCglvFFeLcc,view,2025-12-05T08:08:39.527569
2426fe12-386b-4fca-8500-4b122fb7452b,98e4f59a-5671-44a4-95c3-9fe7f00ace75,ChIJtSaw3HP9DDkR67XUWkcGF0k,booking,2025-12-05T09:08:39.527569
f8d3c5fa-1e4b-425c-9bc6-a39ca3011832,a4242dbd-9983-4afb-a44f-2f856be11ace,ChIJh2pGUIICDTkRZPwKRwgklls,view,2025-12-05T10:08:39.527569
b446f7a8-4bbf-445f-9dfe-f06e89ef7923,c756df7e-3e15-432b-9cb9-f1f09f2e12ce,ChIJRYVcMn8_DTkRjwOiyekkc18,view,2025-12-05T10:08:39.527569
d05c4e6e-3c26-4f15-b3a0-bd1a481dba39,2fa7abcb-5b57-43dd-8df8-d6119015d2d2,ChIJX6pW1UYcDTkRgiws2YCBsJw,click,2025-12-05T11:08:39.527569
7cb4025a-b55d-455b-9270-ee2faff6e106,a4246560-5054-4535-88c2-99e9381235ce,ChIJ0_gWbwAZDTkR_RpnbSXlPFY,view,2025-12-05T11:08:39.527569
01e9cbb1-1cb3-485b-8ebc-8cbadc0c78f6,5bcca5b0-f7a2-4403-82e9-54ba1d9b87fa,ChIJgfLBXRgeDTkRlsDBRnel4Ws,booking,2025-12-05T11:08:39.527569
c53fb854-22f1-42c9-84ce-3c30b79e261e,12e57e00-9995-464b-98d6-47b66b2e11dc,ChIJi4RsIRvnDDkRz11cKiGwPMU,view,2025-12-05T11:08:39.527569
b3573e74-8ff2-4813-956c-b4d9f9a1a01e,4c18b54d-024c-4b20-aeb7-d1e358626222,ChIJjXIMuls9DTkRhBhavLC_ajo,click,2025-12-05T11:08:39.527569
09a5c994-3da9-414a-ba32-23a4785c2a9c,c42068b5-0ffe-446d-bc62-0d9188aa634a,ChIJ7zycekH9DDkRWd8FYsIVT3U,click,2025-12-05T11:08:39.527569
d5ad5367-621a-47f5-9530-8b4597504b1d,f4cda6fe-eeda-424e-9053-2afe299ddd5b,ChIJA4pw_H4ZDTkRyr1y9v30CQ4,click,2025-12-05T12:08:39.527569
cc906ce5-5557-4b5e-8697-144b2fa837ab,465b38fd-b023-42c8-ac74-4f3a04c11aef,ChIJSyEeQxUcDTkRtP518kGmaNs,click,2025-12-05T12:08:39.527569
433bdcd4-bfbe-48d0-b0c0-4a60470d9468,2c0c18c4-b0f1-44e3-a7bc-9b9d8a191886,ChIJ5X1AVYMCDTkRuXIfnpUxxSE,view,2025-12-05T13:08:39.527569
2b80ab52-8ae3-4c4d-a62c-a07826c818ed,5c188236-04ed-4ee0-a96b-0af143487f5d,ChIJjXIMuls9DTkRhBhavLC_ajo,click,2025-12-05T13:08:39.527569
075dd335-a3e3-4d99-a84e-e89d1b8bb926,6a174ce0-a131-498a-a7b3-8118ef201107,ChIJP5TxuNIHDTkRFBc7GO5QuDQ,view,2025-12-05T13:08:39.527569
244635fc-4448-4ee5-a286-9a8eaccb315b,b988bd2a-7c75-4df8-b2db-28493c0a7680,ChIJp5HEBvEbDTkRUZfbGY7nZsE,view,2025-12-05T13:08:39.527569
5fd2a8ee-39de-401b-aa4d-c5ffa1cb2aee,03c6f2e7-c9cd-4768-94d6-a9ec4429752f,ChIJk4_wGzL7DDkR7ryPrhtrJuw,view,2025-12-05T13:08:39.527569
d7f80461-45aa-489d-9ae2-e233bd9b20aa,bed6aa64-aa16-4b8d-ae0a-08044b6f518f,ChIJ-XC0KyYBDTkRHfjsKAMwROE,view,2025-12-05T14:08:39.527569
0b9ac276-1876-4834-9875-579ec691f803,3b08d955-3c94-4732-bfb6-b67bcec421cf,ChIJRRr_gFYjDTkRVtJ9ZdjdHTs,view,2025-12-05T14:08:39.527569
68f7a13c-e9ba-4900-a872-8231735a09cd,99391f5c-99d4-4657-a111-c296af97a9ce,ChIJ5X1AVYMCDTkRuXIfnpUxxSE,click,2025-12-05T14:08:39.527569
6cd4f162-e16e-4933-a078-09c6bf1bc83d,ef575917-4cb4-4cbd-903d-4be53a66ca29,ChIJ5xMxsdwDDTkRmPBTgKIUMbo,booking,2025-12-05T14:08:39.527569
efc782d6-6a55-4227-9d3e-9c25980b1bf4,6edb4a6d-c6d9-42fe-8f07-3f162343fa8c,ChIJl-ab2zzdDDkR3F9f6h1Sy4U,booking,2025-12-05T14:08:39.527569
c04ce0dc-56ab-45aa-838e-edf7b82fab89,5377df52-fd02-42d9-9083-2254689f6f7a,ChIJ9bGyTpwCDTkRpCJHmrLyp8g,view,2025-12-05T14:08:39.527569
9232ce42-31f2-4a3e-bfa9-2ae9847c3632,da7bdf63-c815-45bd-9ed2-1d70cc614424,ChIJFT23yP8bDTkRm65IVfSQIsk,click,2025-12-05T14:08:39.527569
3d0ca113-9365-4f69-8dfb-203e0cc9f2a4,67b9adee-57d3-4bcc-a9b0-422b875c4050,ChIJPdbsEubdDDkREN5Uabi4_aQ,view,2025-12-05T14:08:39.527569
2051a770-dca1-46b9-b1b1-7e5d57f86eb6,fa110865-51ea-4a5b-ba2d-a9cb901012a8,ChIJy6Pl_f8fDTkR21i3BZN30L4,view,2025-12-05T14:08:39.527569
06d04992-d120-42e5-be4f-d6817ed711bf,aeb166fd-c454-43a4-be17-eefd82ad126a,ChIJe0xCk5bdDDkR666iGLVq8iw,click,2025-12-05T15:08:39.527569
a0e5962f-a3dc-4672-b086-bff3e45e1719,7982c846-d69e-4f9f-8142-bed1f5e309f0,ChIJpTgCIZobDTkREstZmkWNvdE,click,2025-12-05T15:08:39.527569
85934d92-e454-437b-97ab-f958abb8040b,67364aa1-8d07-45f5-941f-31b64963f318,ChIJm8VGkugYDTkRs--928cKH1s,view,2025-12-05T15:08:39.527569
c15fdb9f-b6f2-4a8f-9fdc-8985e1675230,bf8ef2c4-1eb7-42ca-8be6-f2bef274044f,ChIJq6VnJ58FDTkRsN01XXkz7gs,view,2025-12-05T16:08:39.527569
b125e55f-b7a8-45e9-818c-59b8e4342541,7982c846-d69e-4f9f-8142-bed1f5e309f0,ChIJA4pw_H4ZDTkRyr1y9v30CQ4,click,2025-12-05T16:08:39.527569
884ec97e-aa56-4de9-a9dd-7361639f8910,c42068b5-0ffe-446d-bc62-0d9188aa634a,ChIJgdyQHisbDTkRlN7jaSGm6Zw,view,2025-12-05T16:08:39.527569
6956e3a2-bd75-41c7-96a5-8cc912c05ef9,5796e64c-fe0d-4d3a-850e-56b86cb78e76,ChIJCyUAlnH7DDkRGOw37CO42EY,view,2025-12-05T16:08:39.527569
d7e63bbc-307a-4ec3-9e35-6d1a73866642,8b090365-f819-477f-a8f7-4bc8e4f950d9,ChIJtaq-A5zjDDkRhbzhTkwimYg,view,2025-12-05T17:08:39.527569
afe689d3-2da1-4895-85f7-347f4f4e4769,b02a8ef4-0dc1-4e3e-b34b-71430b2f044f,ChIJIaV9XGr_DDkR-mZh2s1Gu3g,click,2025-12-05T18:08:39.527569
6ec912f9-ad44-43d3-95eb-063f43d1deaf,d0249923-13a8-485b-99f8-6879bb7badf2,ChIJRRr_gFYjDTkRVtJ9ZdjdHTs,booking,2025-12-05T18:08:39.527569
b5c10e54-7681-492c-821c-8087c9a0673d,2fd646f2-e520-44d5-91cc-a0c8d5556ccd,ChIJ7fRtZmwYDTkR1gC0XrYO20g,view,2025-12-05T18:08:39.527569
7302efd9-2713-4180-be98-c24f5162b3f1,9fd64f36-b44c-465e-a838-768ba5b5d51f,ChIJ7zycekH9DDkRWd8FYsIVT3U,view,2025-12-05T18:08:39.527569
2c47b88a-2686-4d82-a085-04b29c5575e1,ab07ab46-445b-426a-b5ef-96a3feb8d1c5,ChIJSyEeQxUcDTkRtP518kGmaNs,view,2025-12-05T19:08:39.527569
2b67d511-f203-4bb4-b376-ab4181a82e08,5da70823-a49c-40ca-91e9-3077db391b34,ChIJqxGysiLcDDkRb_4pTjmeGHc,booking,2025-12-05T19:08:39.527569
799dcc4a-9252-46b7-a9ef-202680f0547e,4639b934-5fe9-4988-a7c9-d96a8fdde734,ChIJe4zp0KMdDTkRm90YLrHBVg8,rating,2025-12-05T19:08:39.527569
8a380df2-0cbf-4a32-90c8-a689766088f4,a2cfe09b-c95d-4df9-be37-98a6eafe1549,ChIJcyCyFDgBDTkRlbnFt0ewlWQ,booking,2025-12-05T19:08:39.527569
27b66c02-ffcd-4b88-ab3b-b6601f037d83,2c9dde81-e54c-479b-b88a-2c5f24e573b2,ChIJ0_gWbwAZDTkR_RpnbSXlPFY,click,2025-12-05T20:08:39.527569
93d67731-3e51-4482-bf5f-e28051f7f084,cc04bfa6-c90e-4dcc-a3ca-d304f232bc5c,ChIJM1VXRjQZDTkRoBS-7Y_b8qY,view,2025-12-05T20:08:39.527569
addee88c-f846-4ae6-842e-aa44f430f15f,ed413153-57f8-45f0-bdeb-8be9375fe111,ChIJS51qEH4ZDTkR5-RJJbhYIZk,view,2025-12-05T21:08:39.527569
82762045-1843-4517-967b-ab524ec0c058,b6b9a069-7775-44ae-b276-b2ff93dcb7be,ChIJ3VgjA3L7DDkRMlHJajqQ8xA,view,2025-12-05T22:08:39.527569
1b3439e0-bdfc-46de-a932-538966988842,1a988cbd-2d3a-4c58-ba0e-928c5a1069c3,ChIJVcq7PHb_DDkRvXTkH3L2FNM,view,2025-12-05T22:08:39.527569
b5a26739-3372-4d8e-95e5-d58646ba2339,bd8ea27c-380a-4077-9622-481aa8659acb,ChIJg4EYhZcCDTkRpG4TeF_9Xtw,view,2025-12-05T22:08:39.527569
5ba1adca-0669-48dc-a0d4-1568509e5c49,847d6eaf-b9bf-4508-bed5-ce0364bc8d76,ChIJjYjbl0gbDTkRCrRAMjT45Yg,click,2025-12-05T22:08:39.527569
97994b28-53c2-4668-9e19-f960450dba42,07f01097-d530-4312-baab-84f09e19bebc,ChIJ_____28-DTkRl1V_FzJyhHA,view,2025-12-05T22:08:39.527569
e1f2b712-fc76-479b-bac0-2924ed13e537,03a15616-3687-40ea-8a20-d01b6c4010f7,ChIJIaV9XGr_DDkR-mZh2s1Gu3g,view,2025-12-05T23:08:39.527569
ddae0bec-81ce-4c2c-88c7-d0cb29258838,03c6f2e7-c9cd-4768-94d6-a9ec4429752f,ChIJ6UcYhSEeDTkR6E7j3U9cv-0,view,2025-12-05T23:08:39.527569
874bd0fd-24e7-4be5-b04c-ef640e9cc7ce,bf4a6286-f6db-40cb-9bcc-9a1a9f09f2a0,ChIJa2dbPJkCDTkRh57e5vMUkj4,click,2025-12-05T23:08:39.527569
00ec0604-147f-4721-b116-aebd2e81a9e8,ec9d8689-eafc-4031-b2bb-9c7ab11601ae,ChIJSY_gO7D7DDkRmVyrZwyfxGw,view,2025-12-05T23:08:39.527569
6744af9f-791e-46fb-977c-506930dd0132,13681eb3-7b25-44f1-b853-5b46921740de,ChIJgfLBXRgeDTkRlsDBRnel4Ws,booking,2025-12-06T00:08:39.527569
a14746f7-e43b-4b32-90fa-95f4ed770eb5,b0646bb4-2e4d-4bb0-84c0-1e4362d49fe0,ChIJd-ZjPh_7DDkR1oqGuo5VE1E,click,2025-12-06T00:08:39.527569
59231dbd-8cdb-4bcb-a354-898dda98a7cb,f056007d-a5bb-4c58-aef7-4517575f8292,ChIJa40AUI4dDTkR9i55mAwMWqE,view,2025-12-06T00:08:39.527569
a95e58ac-3a27-4e07-a3a9-6ea1c7708cfd,73d1f3ba-ad8f-4898-81b9-f6c5929fcc4a,ChIJE3DvtxIjDTkRjoZAKwZ_L-A,rating,2025-12-06T01:08:39.527569
bd950954-7314-4a30-aecc-a371ea97df86,c756df7e-3e15-432b-9cb9-f1f09f2e12ce,ChIJmfR1D3gVDTkRA0J2rv-VB9M,click,2025-12-06T01:08:39.527569
83cbcbfa-3034-4cf0-908a-c88daceabda2,ce684b65-1011-48f4-b0fc-af68c31c585a,ChIJBcMcWOAjDTkRUzbA5iIK4lY,view,2025-12-06T01:08:39.527569
71aab2c9-4b00-463e-abf8-c98f93951a87,9d11d036-b210-4371-be0e-9867403d23dc,ChIJWdjKacEZDTkRJ9Sdiz-wiEo,click,2025-12-06T01:08:39.527569
153e70d2-ec75-44db-aa57-f187a4b0e7cd,0c409718-3b15-48df-a596-5a8363fbea4a,ChIJ64ybpDgFDTkRNm-JNcbqCuE,view,2025-12-06T01:08:39.527569
3c5cb958-3d58-41b6-9774-079ab2d07875,1168582a-a016-437c-a4ff-15850825f071,ChIJVcq7PHb_DDkRvXTkH3L2FNM,click,2025-12-06T01:08:39.527569
77d9ee57-a7c6-4c66-b7cb-77dfcd3a372c,b602ad38-cc4b-46ca-897b-b91ecf1c889f,ChIJf3Hgsir9DDkRm76px0vVAt4,booking,2025-12-06T01:08:39.527569
8bb0226e-67bb-4c3f-9a0e-a7aa629d105b,a63ce3a9-8eb7-4028-979b-e79d5f10eae1,ChIJ8RAL_OL_DDkRfkpERnh9Ujo,click,2025-12-06T02:08:39.527569
2c6ad336-4df4-42f2-bcb8-e25023175024,309f441d-29e0-4ce7-beae-bf3754530e3a,ChIJoUDVS4MZDTkRqZ1d-JC_LcA,view,2025-12-06T02:08:39.527569
29670e18-e0d5-4a6f-916e-8f9153c2d956,ab07ab46-445b-426a-b5ef-96a3feb8d1c5,ChIJp77fqcAdDTkRI_xm4ZpmmOU,booking,2025-12-06T02:08:39.527569
40a77ef9-f3f4-4c12-9701-110c547688c0,33198914-5fc8-470a-a24c-44b194d79d75,ChIJ43idupk9DTkRjypZM1JQyko,booking,2025-12-06T02:08:39.527569
e85b1df4-e789-446d-b3d5-36bee905685e,da9b2f0d-d096-4cea-954a-60d89171bcc7,ChIJt5NINK-rDTkR6hsYRxJory0,view,2025-12-06T02:08:39.527569
57ac8b79-a064-49f6-9200-c28dc34cebec,d13eb782-effc-4dda-837d-726c57a16422,ChIJUVEwtnIfDTkRUKif-DLwqfg,view,2025-12-06T02:08:39.527569
4c1c38b7-0578-44e2-9f9d-c62ddc0a83d7,8bf99a39-9f9c-400d-a8dc-af9200c755f2,ChIJaf9ECAAZDTkRC8nY0G2d1SY,click,2025-12-06T02:08:39.527569
46053010-dc31-40a1-a1a3-41364fffbbd7,c4fdb3d6-600d-4485-9c08-ff6f8ea29afd,ChIJ_2COEUEcDTkRRyJOt032yac,view,2025-12-06T02:08:39.527569
12ffbb38-7572-4f8a-86a0-4a9facdd0847,f83a9ebe-79bf-4a5e-a810-f0efdebbe210,ChIJda712aMDDTkRHVw3A7xAp0Q,view,2025-12-06T03:08:39.527569
ebf23026-3830-4e71-8518-becd3d160c5d,1d50262e-384c-48c6-b5ad-e6828a492d4e,ChIJy3f9XQAPDTkR9vF3NtOBWoI,view,2025-12-06T03:08:39.527569
00fc0348-3a9a-4538-ac78-e3ab0555f3ab,d29e6b85-cdf9-462f-8815-6dfeff9a152f,ChIJA4pw_H4ZDTkRyr1y9v30CQ4,view,2025-12-06T03:08:39.527569
11fa4375-ce7d-4ac7-99e8-29fd5573f658,6ee09409-0b4e-41b7-8daf-93dfa6d3922b,ChIJ13o6losfDTkR7ugYxJNGxvo,click,2025-12-06T03:08:39.527569
81348fc8-1f12-46fb-b91f-b353bde60bb5,74f869b6-84dc-476e-88de-57c3636377a7,ChIJxTh6dqD_DDkRcDRMltyZr8E,view,2025-12-06T04:08:39.527569
21ac985d-929c-46e2-b138-272b3b55df80,7dda7ab6-4686-44b0-981a-42a865591aa9,ChIJ0Rj-PycFDTkRFINOVE9Kols,view,2025-12-06T04:08:39.527569
5da3fdaf-346c-4234-b93a-d0214d1a0260,c9ebadce-3230-44db-85ee-e0a12a580290,ChIJ5ybDRzjcDDkRl2FKQsRD4eo,view,2025-12-06T05:08:39.527569
d343b673-cb5e-4fb8-897a-ab7909fcdfe6,5b506e71-9c12-4464-bcad-b01a9a6f78a7,ChIJB3eNuar9DDkRdLXjKjlGuaE,click,2025-12-06T05:08:39.527569
716af10d-cbf4-4c23-a50b-f13388c06ccc,3015c9b6-5899-4199-bf11-0dce85a55a7f,ChIJpfgC7NwFDTkRHExGxyfrvek,view,2025-12-06T05:08:39.527569
a48aef11-cfa7-470d-b9f0-c4508e6e229e,4b3d1313-86ae-416e-83df-480f1500caf5,ChIJ64ybpDgFDTkRNm-JNcbqCuE,view,2025-12-06T06:08:39.527569
184d108d-a640-4d6a-9500-3001fc9ee4db,454fa168-4941-434c-a50d-28b215c69bf1,ChIJ-_yRL8EZDTkRpKoCJVWyNKU,click,2025-12-06T06:08:39.527569
d0f5063e-607d-40cf-8158-9d201dd585f5,217befaa-a458-450a-8c24-12aadb4c1f66,ChIJaf9ECAAZDTkRC8nY0G2d1SY,view,2025-12-06T06:08:39.527569
552860ac-c6f5-4f50-a0a8-13ecd6ffc52e,d89e1f00-8ca2-4838-8356-679ff50a23c9,ChIJed7_0FcFDTkR-gZawBKRXdQ,click,2025-12-06T06:08:39.527569
39c342f1-d75a-444c-8a53-26a7217f15d8,95414a6c-3d9b-4c5d-b418-caa12f63c1f0,ChIJs7GJ-NsFDTkRLD5mS5lSTCw,click,2025-12-06T06:08:39.527569
