hotel_id,google_place_id,hotel_name,address,latitude,longitude,rating,review_count,area,hotel_type,price_level,review_volume,average_sentiment,positive_review_ratio,negative_review_ratio,cleanliness_score,service_score,location_score,value_for_money_score,staff_behavior_score,area_cluster,budget_category,popularity_score,rating_score,sentiment_score,trust_score
ChIJsea-6yc-DTkRx23SJV-zrfo,ChIJsea-6yc-DTkRx23SJV-zrfo,Nature Valley Resort,"CV4M+JW5, Gali Number 12, Sector 97, Gurugram",28.4065057,76.8848646,4.4,14.0,Sector 97,hotel,,3.0,0.6265529931212465,0.6666666666666666,0.3333333333333333,0.5,0.5,0.441136232111603,0.5,0.5,Other,Luxury,0.2520918884069095,4.4,0.6265529931212465,0.6916471728337068
ChIJQ1w43W4VDTkRLtF4zn4EqHM,ChIJQ1w43W4VDTkRLtF4zn4EqHM,Hotel O City Palace,"Bala G Nagar, Farukh Nagar - Wazirpur Rd, near Ice Factory, opp. PNB bank, Farukh Nagar, Gurugram",28.4459516,76.83720629999999,3.5,14.0,Farukh Nagar,hotel,,3.0,0.0003099592286161,0.0,1.0,0.5,0.5,0.5,0.5,0.5,Other,Luxury,0.2520918884069095,3.5,0.0003099592286161,0.3722078689695459
ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,Farrukh Nagar - Panchgaon Rd,28.4296755,76.8226679,3.9,41.0,,hotel,,5.0,0.4161541623674566,0.4,0.6,0.5,0.5402058064937592,0.5,0.5,0.5,Other,Mid-Range,0.3479389680186449,3.9,0.4161541623674566,0.5784399318619919
ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"Sector 90, Gurugram, Meoka",28.4042472,76.9362258,4.3,4386.0,Gurugram,hotel,,5.0,0.9997717022895812,1.0,0.0,0.9997179905573528,0.9997408092021942,0.9996508955955504,0.5,0.9998205304145812,Gurugram,Budget,0.7806884965618124,4.3,0.9997717022895812,0.9098563734091536
ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,"Behind Annantraj Building, Near, Sector 8 Rd, Imt Manesar, Gurugram",28.3740058,76.905338,3.7,812.0,Imt Manesar,hotel,,5.0,0.4036257039755583,0.4,0.6,0.5,0.0067276265472173,0.0067276265472173,0.0067276265472173,0.9996814727783204,Imt Manesar,Budget,0.6237698098895316,3.7,0.4036257039755583,0.606523806712172
ChIJl3iEtgsXDTkRiPiStrNCuOo,ChIJl3iEtgsXDTkRiPiStrNCuOo,Hotel Rajmahal Suites,"near Aarvy Healthcare Hospital, Hayatpur, Sector 93, Gurugram",28.4185807,76.9385294,4.7,31.0,Sector 93,hotel,,5.0,0.999844765663147,1.0,0.0,0.9998253981272378,0.9998441636562349,0.5,0.5,0.9998393654823304,Other,Mid-Range,0.3226247091360448,4.7,0.999844765663147,0.8656255255555733
ChIJI_krrZ89DTkRYdUZzkyLz3Y,ChIJI_krrZ89DTkRYdUZzkyLz3Y,Saltstayz Premier – Manesar & Sector 86,"Kita 7, Shabd -451, Nawada Fatehpur, Sector 86, Gurugram",28.3910649,76.94172780000001,4.7,486.0,Sector 86,hotel,,5.0,0.6002589246607386,0.6,0.4,0.5000649839348625,0.3338746065855957,0.9989666938781738,0.6663655539159663,0.7497402801964199,Other,Budget,0.5760643536496014,4.7,0.6002589246607386,0.7920459536501331
ChIJP6BH6_0VDTkRvwuF1c6Yb6k,ChIJP6BH6_0VDTkRvwuF1c6Yb6k,Hotel Rajhans - Budget Hotel In Gurugram,"362 23, Road, near Shanti Vihar, Wazirpur, Sector 95, Meoka, Gurugram",28.418005,76.917045,5.0,80.0,Meoka,hotel,,5.0,0.999814796447754,1.0,0.0,0.999779184659322,0.9998549222946168,0.5,0.9997645020484924,0.9997787475585938,Other,Budget,0.4090784526293611,5.0,0.999814796447754,0.9238845962857908
ChIJRYVcMn8_DTkRjwOiyekkc18,ChIJRYVcMn8_DTkRjwOiyekkc18,Jps Palm Inn,"Plot 14, near kesari Sweets, Sector 8, Imt Manesar, Manesar, Gurugram",28.3722851,76.89416589999999,4.6,219.0,Manesar,hotel,,5.0,0.9997026920318604,1.0,0.0,0.9998576045036316,0.9998499602079391,0.9998346567153932,0.9995863835016886,0.9998629887898765,Manesar,Budget,0.5020917828517661,4.6,0.9997026920318604,0.8904585271262748
ChIJaROo4qIXDTkRp83S4LarHGg,ChIJaROo4qIXDTkRp83S4LarHGg,Fabhotel Sky I,"H No: 9, Khata No: 700, 739, Hayatpur Rd, Harsaru, Gurugram",28.4254187,76.9361459,3.6,24.0,Harsaru,hotel,,5.0,0.999773895740509,1.0,0.0,0.999680995941162,0.5,0.999763011932373,0.5,0.9998312294483184,Other,Mid-Range,0.2996445504991384,3.6,0.999773895740509,0.7144872320819018
ChIJJbpqeAA_DTkRB8FYrn7TPF0,ChIJJbpqeAA_DTkRB8FYrn7TPF0,Misaki Manrsar,"Anant Raj Tech Park, CP-1, Sector 8 Rd, Sector 8, Imt Manesar, Gurugram",28.3731567,76.9043064,4.1,15.0,Imt Manesar,hotel,,3.0,0.999810536702474,1.0,0.0,0.5,0.9997857213020324,0.5,0.9998229444026948,0.5,Imt Manesar,Mid-Range,0.2580997673088359,4.1,0.999810536702474,0.7721297822258332
ChIJa0S09SwYDTkRYlUWmvR1zMg,ChIJa0S09SwYDTkRYlUWmvR1zMg,"Heritage Village Resort & Spa, Manesar","Naharpur Rd, Manesar, Gurugram",28.366898,76.9399679,4.4,10360.0,Manesar,hotel,,5.0,0.7999267792794853,0.8,0.2,0.5,0.9997759163379668,0.000530231045559,0.000530231045559,0.7999267792794853,Manesar,Luxury,0.8606901742036644,4.4,0.7999267792794853,0.8764067205111962
ChIJ0QiWDhsVDTkRTsuxDtQTKxk,ChIJ0QiWDhsVDTkRTsuxDtQTKxk,Oyo 28118 Rajvanshi Palace,"Farukh Nagar - Wazirpur Rd, Wazirpur, Sec 95 A, Daulatabad, Gurugram",28.4220383,76.91596299999999,3.7,112.0,Daulatabad,hotel,,5.0,0.0023908309463876,0.0,1.0,0.0004434639704412,0.0006494141562143,0.0005196222919039,0.5,0.0037481325562111,Other,Budget,0.4400716508009945,3.7,0.0023908309463876,0.4394410330293576
ChIJoX0kXzAXDTkRppuT4Y98D3U,ChIJoX0kXzAXDTkRppuT4Y98D3U,The Villa,"Ansal Heights 2, Sector 92, Gurugram",28.4151696,76.919915,4.6,7.0,Sector 92,hotel,,3.0,0.9994253714879354,1.0,0.0,0.998944103717804,0.9994437098503112,0.9994162023067474,0.5,0.9994437098503112,Other,Mid-Range,0.1935748254816269,4.6,0.9994253714879354,0.8247499899218189
ChIJDfbvBQAXDTkRhozPcRxRaJ8,ChIJDfbvBQAXDTkRhozPcRxRaJ8,Hotel O Sky Premium,"Pataudi Rd, near Anandam Restrount, Sector 89A, Gurugram",28.4246749,76.9361139,4.0,32.0,Sector 89A,hotel,,5.0,0.8000458614900708,0.8,0.2,0.5042090159840882,0.5042834323830901,0.5042834323830901,0.9920694828033448,0.99972003698349,Other,Mid-Range,0.3254892371051192,4.0,0.8000458614900708,0.7094362828026234
ChIJ498BU249DTkRkH_DKrBZgC0,ChIJ498BU249DTkRkH_DKrBZgC0,Dayal Regency Manesar,"Plot no 479, Sector 1, Imt Manesar, Gurugram",28.362372,76.9431125,4.8,11.0,Imt Manesar,hotel,,3.0,0.9998377561569214,1.0,0.0,0.9998263716697692,0.9998443424701692,0.5,0.5,0.9998263716697692,Imt Manesar,Mid-Range,0.2313194968117582,4.8,0.9998377561569214,0.8594965603069621
ChIJnTjJeM49DTkRFBa_G4PhaXg,ChIJnTjJeM49DTkRFBa_G4PhaXg,Four Square,"Near, Imt Chowk, behind Hsiidc complex, Power Supply Colony, Manesar, Gurugram",28.3601576,76.93852199999999,4.9,31.0,Manesar,hotel,,5.0,0.8001011434709653,0.8,0.2,0.5,0.999864935874939,0.5,0.5,0.999864935874939,Manesar,Mid-Range,0.3226247091360448,4.9,0.8001011434709653,0.8284856700190761
ChIJ_____28-DTkRl1V_FzJyhHA,ChIJ_____28-DTkRl1V_FzJyhHA,Ginger Manesar,"Plot No A Raheja Square, Sector 2, Imt Manesar, Gurugram",28.3660004,76.9348856,3.7,1773.0,Imt Manesar,hotel,,5.0,0.6014591939107049,0.6,0.4,0.9991887211799622,0.9991887211799622,0.9991779029369354,0.9996659755706788,0.9994273483753204,Imt Manesar,Mid-Range,0.6964041658930418,3.7,0.6014591939107049,0.6850901171769347
ChIJRdQiFUo8DTkRlKBQhTQKzPo,ChIJRdQiFUo8DTkRlKBQhTQKzPo,Komal Residency,"488, Sector 1 Main Rd, Sector 1, Imt Manesar, Gurugram",28.3627552,76.942426,3.8,223.0,Imt Manesar,hotel,,5.0,0.6142008169554174,0.6,0.4,0.663940089289099,0.9901172518730164,0.6286633981702229,0.8842871785163879,0.0984566470142453,Imt Manesar,Mid-Range,0.5037691221701405,3.8,0.6142008169554174,0.6614761468211451
ChIJ-yucsxU9DTkR6A2GPxzocoo,ChIJ-yucsxU9DTkR6A2GPxzocoo,Hotel Manesar,"Opp. Power House , IMT Chowk, near flyover, Manesar, Gurugram",28.359233,76.9397706,4.4,411.0,Manesar,hotel,,5.0,0.4054405012226197,0.4,0.6,0.9998132586479186,0.5,0.5,0.0013484333321684,0.9998132586479186,Manesar,Mid-Range,0.5604959411985173,4.4,0.4054405012226197,0.6866988871877991
ChIJORerleg9DTkRUm59PSlICrE,ChIJORerleg9DTkRUm59PSlICrE,Hotel Heaven,"Floor No :2, Late Sh. Devender Yadav Complex, Delhi - Jaipur Expy, near Red Tape ShowRoom, Imt Manesar, Gurugram",28.3579843,76.93962719999999,4.8,79.0,Imt Manesar,hotel,,5.0,0.5994044881372247,0.6,0.4,0.4985722964920569,0.9997937083244324,0.5,0.9987531105677286,0.0003975405998062,Imt Manesar,Mid-Range,0.4079220425584051,4.8,0.5994044881372247,0.7693037448358332
ChIJqZyTlRMXDTkRfIdgQno3Zws,ChIJqZyTlRMXDTkRfIdgQno3Zws,Hotel Blu Plaza,"Santoshi Mata mandir ke samne, Hotel blu plaza, Hayatpur Rd, Sector 89, Gurugram",28.4250832,76.9346205,4.9,14.0,Sector 89,hotel,,5.0,0.9997508645057678,1.0,0.0,0.99966961145401,0.9997081160545348,0.9997081160545348,0.9997081160545348,0.99962717294693,Other,Mid-Range,0.2520918884069095,4.9,0.9997508645057678,0.8771804718651575
ChIJ31qkaK4XDTkRRv1q3L_F6vs,ChIJ31qkaK4XDTkRRv1q3L_F6vs,Hotel Sk Residency,"1st flore, Plot no.-01, Ghari harshu road, opp. santoshi mata mandir, Manesar, Gurugram",28.4245636,76.9348632,5.0,3.0,Manesar,hotel,,1.0,0.999805986881256,1.0,0.0,0.5,0.5,0.5,0.999805986881256,0.5,Manesar,Mid-Range,0.1290498836544179,5.0,0.999805986881256,0.8643210675586849
ChIJnQozcn8_DTkR60f2nzOlM_M,ChIJnQozcn8_DTkR60f2nzOlM_M,Hotel Rbs Inn,"Paramount Engineers, Opposite plot no 18, Sec 8 near maruti Gate no 1, Plot no. 21, Sector 8, Imt Manesar, Gurugram",28.3726113,76.8937698,3.9,371.0,Imt Manesar,hotel,,5.0,0.7997537241899408,0.8,0.2,0.5,0.7498461140348809,0.5,0.5,0.999596913655599,Imt Manesar,Budget,0.5509887255400446,3.9,0.7997537241899408,0.7440122789423419
ChIJ9ewU6Ls_DTkRzsiQ4T9QLWo,ChIJ9ewU6Ls_DTkRzsiQ4T9QLWo,The Grand Royal Pg&Hotel,"Puranmal Mandir Road, Gurugram",28.3595641,76.9019247,4.3,43.0,Puranmal Mandir Road,hotel,,5.0,0.8004636744502932,0.8,0.2,0.9997217059135436,0.99980828166008,0.5,0.501454139710404,0.9997217059135436,Other,Budget,0.3522695076021969,4.3,0.8004636744502932,0.7551459569691792
ChIJF1rwqbA_DTkRKDUXfcJj9g4,ChIJF1rwqbA_DTkRKDUXfcJj9g4,Hotel O By Oyo Chawla'S Hotel & Restaurant,"near Golden City, Sector 9, Imt Manesar, Gurugram",28.3853718,76.8937761,4.2,61.0,Imt Manesar,hotel,,5.0,0.7974977539852262,0.8,0.2,0.5006783721037209,0.9997668862342834,0.988153636455536,0.988153636455536,0.9939602613449096,Imt Manesar,Budget,0.3841941705554954,4.2,0.7974977539852262,0.747696475770374
ChIJmfR1D3gVDTkRA0J2rv-VB9M,ChIJmfR1D3gVDTkRA0J2rv-VB9M,Oyo Hotel Rajhans,"plot no 362/23, Shanti vihar colony, opp sunehri bagh farm sector 95, Wazirpur, Manesar, Gurugram",28.4179792,76.91496599999999,4.7,43.0,Manesar,hotel,,5.0,0.9998276591300964,1.0,0.0,0.9998559951782228,0.5,0.5,0.5,0.9998510777950288,Manesar,Budget,0.3522695076021969,4.7,0.9998276591300964,0.87192537265658
ChIJe2RlJx0VDTkRrx8Vc-9ASYc,ChIJe2RlJx0VDTkRrx8Vc-9ASYc,Oyo Hotel Kamal,"362/18, road, sector 95, Manesar, Meoka, Manesar",28.4171926,76.9081238,5.0,6.0,Meoka,hotel,,3.0,0.6679877531714736,0.6666666666666666,0.3333333333333333,0.5,0.5,0.9997711777687072,0.9998419284820556,0.5,Other,Budget,0.1811444130340956,5.0,0.6679877531714736,0.7695371284219374
ChIJs5LeHAAXDTkRhHmVT0FLf6Q,ChIJs5LeHAAXDTkRhHmVT0FLf6Q,Hotel Bul Plaza,"CWFM+RW7, Hayatpur, Sector 93, Gurugram",28.4245468,76.93481670000001,5.0,7.0,Sector 93,hotel,,3.0,0.9998524387677512,1.0,0.0,0.5,0.5,0.5,0.5,0.9998206496238708,Other,Mid-Range,0.1935748254816269,5.0,0.9998524387677512,0.8780600297873765
ChIJY-4p2XsVDTkRMuT0wXQAdrI,ChIJY-4p2XsVDTkRMuT0wXQAdrI,Hotel O Shri Ved Hotel,"Plot 14, chowkPataudi Road, Wazirpur, Manesar, Gurugram",28.419169,76.9057808,4.2,10.0,Manesar,hotel,,4.0,0.5000473506297567,0.5,0.5,0.5,0.5,0.5,0.0002213769184891,0.0002531742211431,Manesar,Mid-Range,0.223219623947779,4.2,0.5000473506297567,0.6185585840258384
ChIJE1CbrsI9DTkRU9JuSU8YpDs,ChIJE1CbrsI9DTkRU9JuSU8YpDs,Hotel O Jiyansh,"Red Tape Online outlet, Devinder Complex, NH-8, opp. power house, Power Supply Colony, Manesar, Gurugram",28.3579277,76.93897550000001,3.6,25.0,Manesar,hotel,,5.0,0.2791435785067733,0.2,0.8,0.6974161714315414,0.4998620719852624,0.5,0.0003918650909326,0.9995105266571044,Manesar,Mid-Range,0.3032955993753565,3.6,0.2791435785067733,0.4853519338173508
ChIJ7W5mGAIWDTkRI2I_wKlwLRk,ChIJ7W5mGAIWDTkRI2I_wKlwLRk,Red Roof,"Sector 92, Gurugram",28.4129826,76.9245506,4.4,66.0,Sector 92,hotel,,5.0,0.9998166561126708,1.0,0.0,0.5,0.5,0.99977046251297,0.5,0.5,Other,Mid-Range,0.3914140521329489,4.4,0.9998166561126708,0.8403673765727041
ChIJ-SQyPM4_DTkR7vUfVVwEFyI,ChIJ-SQyPM4_DTkR7vUfVVwEFyI,Pg Jmr Homes,"9VGW+65M, Jat Colony Rd, Sector 8, Imt Manesar, Gurugram",28.3750046,76.8953895,4.3,285.0,Imt Manesar,hotel,,5.0,0.8000302288564853,0.8,0.2,0.6668741262013403,0.5003802114806604,0.0008932221098802,0.0008932221098802,0.999764621257782,Imt Manesar,Budget,0.5265152233231355,4.3,0.8000302288564853,0.7920688877102432
ChIJa8gPi4Y9DTkRTPXvb9eCpQg,ChIJa8gPi4Y9DTkRTPXvb9eCpQg,Hotel Elite Oak,"VATIKA INDIA NEXT, Plot no. ;- 9, Street J-7.1, Homes Ave Rd, Gurugram",28.3938014,76.97004199999999,4.5,382.0,Homes Ave Rd,hotel,,5.0,0.7998626863904065,0.8,0.2,0.9998713731765748,0.9998713731765748,0.9997393290201824,0.0002240717149106,0.9997666478157043,Other,Mid-Range,0.5537014683563196,4.5,0.7998626863904065,0.824384710512567
ChIJh_S5sis9DTkR1oUaarU1OPk,ChIJh_S5sis9DTkR1oUaarU1OPk,Hotel Gurugram Manesar,"Sector 1, Imt Manesar, Gurugram",28.362017,76.9499352,4.8,547.0,Imt Manesar,hotel,,5.0,0.9998547315597536,1.0,0.0,0.99985671043396,0.9998499155044556,0.999835968017578,0.5,0.999850869178772,Imt Manesar,Mid-Range,0.5870499908951089,4.8,0.9998547315597536,0.9351641264973044
ChIJBXLyghI9DTkRRrOaOusMssk,ChIJBXLyghI9DTkRRrOaOusMssk,Hyatt Regency Gurugram,"Hyatt Regency, NH48, Sector 83, New Delhi, Gurugram",28.3923886,76.9763224,4.3,13868.0,New Delhi,hotel,,5.0,0.6006635991157964,0.6,0.4,0.7502005521964747,0.6006635991157964,0.0025157867930829,0.0019168176804668,0.6006635991157964,New Delhi,Luxury,0.8878358505139838,4.3,0.6006635991157964,0.8053135597969041
ChIJ2am72v89DTkROMLW-jN2w0w,ChIJ2am72v89DTkROMLW-jN2w0w,Hotel Ajay Residency,"Hotel Ajay Residency village, Jaipur - Delhi Expy, near Kherki Daula Toll Plaza, Kherki Daula, Sector 84, Gurugram",28.3989772,76.9846191,3.9,574.0,Sector 84,hotel,,5.0,0.7441998861177126,0.8,0.2,0.9995933175086976,0.9908667802810668,0.9908667802810668,0.9995933175086976,0.4955361539978184,Other,Mid-Range,0.5915271225654928,3.9,0.7441998861177126,0.734910551554244
ChIJpTcilaQ9DTkR5_-YMDv8bCY,ChIJpTcilaQ9DTkR5_-YMDv8bCY,"Fabhotel Sapphire 83 - Hotel In Manesar, Gurgaon","11th floor, sapphire mall, 9th to, 83, Sector 83, Gurugram",28.3921471,76.9674629,3.2,161.0,Sector 83,hotel,,5.0,0.0006260327238123,0.0,1.0,0.0003791769195231,0.5,0.5,0.5,0.5,Other,Mid-Range,0.4736033944565699,3.2,0.0006260327238123,0.3795427922524976
ChIJrVtbefw9DTkRPqlo2vY-j1s,ChIJrVtbefw9DTkRPqlo2vY-j1s,Ar Prime Hotel,"Palm Hills, NH-8, near chetak warehouse, socaity, Sector 77, Gurugram",28.3881421,76.97796009999999,4.6,53.0,Sector 77,hotel,,5.0,0.7028486142400652,0.8,0.2,0.5125768780708313,0.5,0.5,0.5,0.5125768780708313,Other,Mid-Range,0.3713337812992298,4.6,0.7028486142400652,0.7679378012549599
ChIJdz8Zakw8DTkR_K7vS9toFgA,ChIJdz8Zakw8DTkR_K7vS9toFgA,Istay Serenity Villa Manesar,"#236, NH-8, Sector 1, Imt Manesar, Gurugram",28.3640096,76.9484337,4.3,488.0,Imt Manesar,hotel,,5.0,0.9998290657997132,1.0,0.0,0.999861478805542,0.999861478805542,0.5,0.5,0.9998319745063782,Imt Manesar,Budget,0.5764458698130733,4.3,0.9998290657997132,0.8664332589665367
ChIJTSw1U9UXDTkRPNDA5dxjbTw,ChIJTSw1U9UXDTkRPNDA5dxjbTw,Ramada Encore By Wyndham Gurugram Dwarka Expressway,"Elan miracle mall, Dwarka Expy, Sector 84, Gurugram",28.415249,76.9646381,4.7,670.0,Sector 84,hotel,,5.0,0.5096039278025273,0.6,0.4,0.005838026292622,0.501428214549378,0.9997883439064026,0.5423067808151245,0.501428214549378,Other,Mid-Range,0.6059001056464804,4.7,0.5096039278025273,0.769469056309288
ChIJGT-mXoQ9DTkRq9y4I-4mxNQ,ChIJGT-mXoQ9DTkRq9y4I-4mxNQ,Iris Sarovar Portico,"Trehan, Iris Broadway, Sector 85, Gurugram",28.4040717,76.94820519999999,4.6,273.0,Sector 85,hotel,,5.0,0.8082439541816712,0.8,0.2,0.9997795224189758,0.5208905637264252,0.5,0.6804844737052917,0.9998099406560262,Other,Mid-Range,0.5225250490678999,4.6,0.8082439541816712,0.8337210666655359
ChIJwdd2QAA9DTkR6N23pH_BlSc,ChIJwdd2QAA9DTkR6N23pH_BlSc,Via Ar Suites,"2nd & 3rd Floor, JJ, H No: 65, near Sapphire 83 Mall, Sector 83, Gurugram",28.390967,76.9684025,4.3,128.0,Sector 83,hotel,,5.0,0.5999788686400279,0.6,0.4,0.499960917237331,0.7499165054105106,0.999787449836731,0.5,0.999787449836731,Other,Mid-Range,0.4523990307935275,4.3,0.5999788686400279,0.7124798024316243
ChIJda6QOks8DTkRSYPBnAZZFs8,ChIJda6QOks8DTkRSYPBnAZZFs8,"Savoy Suites, Manesar","R 75, Sector 1 Main Rd, Sector 1, Imt Manesar, Gurugram",28.3668311,76.944118,4.5,4546.0,Imt Manesar,hotel,,5.0,0.999876880645752,1.0,0.0,0.9998584985733032,0.9998730023701986,0.5,0.5,0.9998695850372314,Imt Manesar,Mid-Range,0.7840231647661507,4.5,0.999876880645752,0.9371860911265198
ChIJyRKgd5E9DTkRQ-_q9wDDy3I,ChIJyRKgd5E9DTkRQ-_q9wDDy3I,"Ar Suites, Klj Square, Gurugram","NH-8, Sector 83, Gurugram",28.3904887,76.97506829999999,4.8,553.0,Sector 83,hotel,,5.0,0.9998594403266908,1.0,0.0,0.9998512268066406,0.9998614937067032,0.5,0.5,0.9998532384634018,Other,Mid-Range,0.5880636830925053,4.8,0.9998594403266908,0.9353812362077212
ChIJ1Qnx2DA9DTkRdqk9S2x5zI0,ChIJ1Qnx2DA9DTkRdqk9S2x5zI0,"Treebo Sai Village, Manesar","Plot No. 122, behind Ompee Global School, Sector 1, Imt Manesar, Manesar, Gurugram",28.3673799,76.9485418,4.1,318.0,Manesar,hotel,,5.0,0.9981373190879822,1.0,0.0,0.9996953010559082,0.9977142363786696,0.5,0.5,0.9957135021686554,Manesar,Mid-Range,0.5366805650560723,4.1,0.9981373190879822,0.8308487385045856
ChIJG8FI6_UXDTkRHGRJJxf6O_w,ChIJG8FI6_UXDTkRHGRJJxf6O_w,"Aapnoghar (Resort, Water Park, Amusement Park)","43rd Mile Stone, Jaipur - Delhi Expy, NH8, Sector 77, Gurugram",28.3867191,76.97476569999999,4.3,9893.0,Sector 77,hotel,,5.0,0.9998565554618836,1.0,0.0,0.9998309910297394,0.9998488624890646,0.9998506307601928,0.9998555183410645,0.9998565554618836,Other,Luxury,0.8563968492438796,4.3,0.9998565554618836,0.925986244522608
ChIJnWzx20U9DTkRPxUI9pMRna4,ChIJnWzx20U9DTkRPxUI9pMRna4,Fabhotel Sky,"Sleepwell Gallery, Block J-1, VATIKA INDIA NEXT, Plot No. J-12, Sector 83, Gurugram",28.391523,76.970306,3.5,150.0,Sector 83,hotel,,5.0,0.0009720872621982,0.0,1.0,0.0004490873155493,0.0005350130668374,0.5,0.5,0.0012784638092852,Other,Mid-Range,0.4670576447267444,3.5,0.0009720872621982,0.4181412895913189
